	date	state	school	type_school	death	suicide	number_victims	reliability	category	address	lat	lon
721	2003-03-18	IA	Clayton Ridge High School	K-12	0	1.0	0	2.0	Suicide/Attempted	Clayton Ridge High School, Guttenberg, IA, United States	42.7849919	-91.0964109
722	2003-03-21	MS	Northeast High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Northeast High School, Meridian, MS, United States	32.4471862	-88.67205659999999
723	2003-03-30	CA	Rolling Hills Middle School	K-12	1	0.0	1	2.0	Gang-related	Rolling Hills Middle School, Watsonville, CA, United States	36.9243882	-121.7856992
724	2003-04-01	DC	Cardozo High School	K-12	0	0.0	0	2.0	Gang-related	Cardozo High School, Washington, DC, United States	38.9214669	-77.0283798
725	2003-04-14	LA	John McDonogh High School	K-12	1	0.0	1	2.0	Gang-related	John McDonogh High School, New Orleans, LA, United States	29.9743098	-90.0765232
726	2003-04-14	LA	Fair Park High School	K-12	0	0.0	0	2.0	Accidental	Fair Park High School, Shereveport, LA, United States	32.47914480000001	-93.7907044
727	2003-04-16	TX	Greenhill Middle School	K-12	1	1.0	1	2.0	Murder/Suicide	Greenhill Middle School, Addison, TX, United States	32.942326	-96.84404800000002
728	2003-04-24	PA	Red Lion Area Junior High School	K-12	1	1.0	2	5.0	Anger Over Grade/Suspension/Discipline	Red Lion Area Junior High School, Red Lion, PA, United States	39.8915833	-76.6083444
729	2003-05-13	PA	Forest Hills High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Forest Hills High School, Johnstown, PA, United States	40.3323359	-78.7541366
730	2003-06-04	PA	Rock L. Butler Middle School	K-12	1	1.0	1	2.0	Indiscriminate Shooting	Rock L. Butler Middle School, Wellsboro, PA, United States	41.7508468	-77.3037679
731	2003-09-10	MS	Vicksburg High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Vicksburg High School, Vicksburg, MS, United States	32.3214761	-90.88568930000001
732	2003-09-17	MD	Oklahoma Road Middle School	K-12	0	0.0	0	1.0	Suicide/Attempted	Oklahoma Road Middle School, Eldersburg, MD, United States	39.4012872	-76.93133809999999
733	2003-09-17	MA	Charlestown High School	K-12	0	0.0	0	2.0	Gang-related	Charlestown High School, Boston, MA, United States	42.3804138	-71.06095909999999
734	2003-09-22	WA	Lewis and Clark High School	K-12	0	0.0	0		Hostage Standoff	Lewis and Clark High School, Spokane, WA, United States	47.65195019999999	-117.4204967
735	2003-09-24	MN	Rocori High School	K-12	1	0.0	2	5.0	Bullying	Rocori High School, Cold Spring, MN, United States	45.464025	-94.4284708
736	2003-09-25	NC	Burns Middle School	K-12	0	0.0	0	2.0	Unknown	Burns Middle School, Lawndale, NC, United States	35.425867	-81.5394894
737	2003-10-01	CA	Rio Cazadero High School	K-12	0	1.0	0	2.0	Suicide/Attempted	Rio Cazadero High School, Sacramento, CA, United States	38.4705438	-121.432614
738	2003-10-07	OH	Kenmore High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Kenmore High School, Akron, OH, United States	41.0455865	-81.5582281
739	2003-10-29	LA	Marion High School	K-12	0	0.0	0	2.0	Hostage Standoff	Marion High School, Marion, LA, United States	32.9015214	-92.2420822
740	2003-10-30	DC	Anacostia High School	K-12	1	0.0	1	2.0	Gang-related	Anacostia High School, Washington, DC, United States	38.870192	-76.982263
741	2003-11-08	TX	Hightower High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Hightower High School, Sugarland, TX, United States	29.5317092	-95.49774459999999
742	2003-11-13	NC	East Mecklenburg High School	K-12	0	0.0	0	1.0	Accidental	East Mecklenburg High School, Charlotte, NC, United States	35.1752502	-80.7579975
743	2003-12-02	IL	Fermi Elementary School	K-12	1	0.0	1	3.0	Officer Involved Shooting	Fermi Elementary School, Chicago, IL, United States	41.7673044	-87.5902468
744	2003-12-04	OK	Douglas High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Douglas High School, Oklahoma City, OK, United States	35.4753502	-97.47509989999999
745	2003-12-05	IL	Carbondale Community High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Carbondale Community High School, Carbondale, IL, United States	37.7251256	-89.1873871
746	2003-12-17	MD	Old Mill High School	K-12	0	0.0	0	2.0	Unknown	Old Mill High School, Millersville, MD, United States	39.0880708	-76.64909999999999
747	2003-12-22	NJ	Colonia High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Colonia High School, Woodbridge, NJ, United States	40.5919227	-74.3206689
748	2003-12-29	FL	Abess Park Elementary School	K-12	1	0.0	1	2.0	Gang-related	Abess Park Elementary School, East Arlington, FL, United States	30.322936	-81.47767259999999
749	2004-01-15	CA	Pomona High School	K-12	0	0.0	0	2.0	Accidental	Pomona High School, Pomona, CA, United States	34.0858778	-117.7401771
750	2004-01-21	NV	Fay Galloway Elementary School	K-12	1	0.0	2	2.0	Domestic w/ Targeted Victim	Fay Galloway Elementary School, Henderson, NV, United States	36.0077756	-114.9799595
751	2004-02-02	DC	Ballou Senior High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Ballou Senior High School, Washington, DC, United States	38.8393559	-77.00142269999999
752	2004-02-03	TX	Youens Elementary School	K-12	0	0.0	0	2.0	Accidental	Youens Elementary School, Houston, TX, United States	29.7103184	-95.5944536
753	2004-02-06	LA	Fair Park High School	K-12	0		0	2.0	Officer Involved Shooting	Fair Park High School, Shreveport, LA, United States	32.47914480000001	-93.7907044
754	2004-02-09	NY	Columbia High School	K-12	0	0.0	0	3.0	Indiscriminate Shooting	Columbia High School, East Greenbush, NY, United States	42.6244229	-73.6911449
755	2004-02-11	PA	T.M. Peirce Elementary School	K-12	1	0.0	1	2.0	Illegal Drug Related	T.M. Peirce Elementary School, Philadelphia, PA, United States	39.9984691	-75.1681919
756	2004-02-13	OH	Colonel White High School	K-12	0	0.0	0	2.0	Robbery	Colonel White High School, Dayton, OH, United States	39.7800584	-84.21771919999999
757	2004-02-20	LA	Gathway Christian Academy	K-12	1	1.0	1	2.0	Domestic w/ Targeted Victim	Gathway Christian Academy, St. Martinville, LA, United States	30.08935899999999	-91.834289
758	2004-03-05	CA	Saledad Enrichment Action Charter High School	K-12	0	0.0	0	2.0	Gang-related	Saledad Enrichment Action Charter High School, Los Angeles, CA, United States	34.0756528	-118.2865238
759	2004-03-17	WA	Crescent Junior-Senior High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Crescent Junior-Senior High School, Joyce, WA, United States	48.1358278	-123.7457545
760	2004-05-04	TX	Kashmere High School	K-12	0	0.0	0	2.0	Unknown	Kashmere High School, Houston, TX, United States	29.823116	-95.3161537
761	2004-05-07	MD	Randallstown High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Randallstown High School, Randallstown, MD, United States	39.3826532	-76.7967049
762	2004-05-12	CA	East Campus Educational Center	K-12	0	0.0	0	2.0	Gang-related	East Campus Educational Center, Merced, CA, United States	37.3005535	-120.4742289
763	2004-05-24	UT	West High School	K-12	1	1.0	2	2.0	Murder/Suicide	West High School, Salt Lake City, UT, United States	40.7742989	-111.9004459
764	2004-06-09	CA	Castlemont High School	K-12	0	0.0	0	2.0	Gang-related	Castlemont High School, Oakland, CA, United States	37.7592629	-122.1631186
765	2004-08-03	AL	Huffman High School	K-12	0	0.0	0	2.0	Unknown	Huffman High School, Birmingham, AL, United States	33.6112208	-86.6831918
766	2004-08-24	TN	Hamilton High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Hamilton High School, Memphis, TN, United States	35.0999995	-90.0167743
767	2004-08-30	IL	Proviso East High School	K-12	1	0.0	1	2.0	Gang-related	Proviso East High School, Maywood, IL, United States	41.8802148	-87.8335909
768	2004-09-12	LA	Booker T. Washington High School	K-12	0	0.0	0	1.0	Self Defense	Booker T. Washington High School, New Orleans, LA, United States	29.9501281	-90.0890234
769	2004-09-15	IN	Wirt High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Wirt High School, Gary, IN, United States	41.609951	-87.263661
770	2004-10-02	NE	Jefferson Elementary School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Jefferson Elementary School, Grand Island, NE, United States	40.8984431	-98.34137729999999
771	2004-10-07	MA	Newburyport High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Newburyport High School, Newburyport, MA, United States	42.8131417	-70.8862475
772	2004-10-12	CA	Lakewood Elementary School	K-12	1	0.0	2	2.0	Domestic w/ Targeted Victim	Lakewood Elementary School, Sunnyvale, CA, United States	37.3971661	-122.0034206
773	2004-10-15	CA	Biggs High School	K-12	0	0.0	0	2.0	Gang-related	Biggs High School, Biggs, CA, United States	39.4160472	-121.7065813
774	2004-10-21	MD	Thurgood Marshall High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Thurgood Marshall High School, Baltimore, MD, United States	39.3184459	-76.54631549999999
775	2004-10-22	CA	Tyrrell Elementary School	K-12	1	0.0	1	2.0	Gang-related	Tyrrell Elementary School, Hayward, CA, United States	37.63771819999999	-122.0753591
776	2004-11-15	IN	Brunswick Elementary School	K-12	0	0.0	0	2.0	Escalation of Dispute	Brunswick Elementary School, Gary, IN, United States	41.5983049	-87.4067285
777	2004-11-15	AL	Parker High School	K-12	0	0.0	0	1.0	Escalation of Dispute	Parker High School, Birmingham, AL, United States	33.5151756	-86.8296064
778	2004-11-16	SC	Battery Creek High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Battery Creek High School, Beaufort, SC, United States	32.4340162	-80.7444618
779	2004-11-17	FL	Apopka Memorial Middle School	K-12	0	0.0	0	2.0	Unknown	Apopka Memorial Middle School, Apopka, FL, United States	28.6875909	-81.5086674
780	2004-11-19	FL	Terry Parker High School	K-12	0	0.0	0	2.0	Accidental	Terry Parker High School, Jacksonville, FL, United States	30.342184	-81.57536999999999
781	2004-12-09	WA	Lakeside High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Lakeside High School, Spokane, WA, United States	47.80895229999999	-117.5583779
782	2004-12-13	LA	La Grange High School	K-12	0	0.0	0	1.0	Unknown	La Grange High School, Lake Charles, LA, United States	30.1954529	-93.2070002
783	2004-12-31	TX	Richmond State School	K-12	1	1.0	1	2.0	Murder/Suicide	Richmond State School, Richmond, TX, United States	29.58939509999999	-95.78311749999999
784	2005-01-05	PA	Murrell Dobbins Vocational-Technical High School	K-12	1	0.0	1	2.0	Gang-related	Murrell Dobbins Vocational-Technical High School, North Philadelphia, PA, United States	39.9950245	-75.16686469999999
785	2005-12-06	MI	Central High School	K-12	0	0.0	0	1.0	Unknown	Central High School, Detroit, MI, United States	42.38358909999999	-83.11178269999999
786	2005-01-26	IL	Woodruff High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Woodruff High School, Peoria, IL, United States	40.7083464	-89.5723915
787	2005-02-04	GA	McNair High School	K-12	0	0.0	0	1.0	Accidental	McNair High School, Atlanta, GA, United States	33.7051	-84.32589999999999
788	2005-02-08	IL	Bowen High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Bowen High School, Chicago, IL, United States	41.7341011	-87.5575717
789	2005-03-02	TN	Stewart County High School (bus)	K-12	1	0.0	1	2.0	Anger Over Grade/Suspension/Discipline	Stewart County High School (bus), Dover, TN, United States	36.487048	-87.830471
790	2005-03-09	TN	Maplewood Comprehensive High School	K-12	0	0.0	0	1.0	Escalation of Dispute	Maplewood Comprehensive High School, Nashville, TN, United States	36.2322308	-86.7497302
791	2005-03-10	TX	Zaragoza Elementary School	K-12	0	0.0	0	1.0	Unknown	Zaragoza Elementary School, Dallas, TX, United States	32.79491290000001	-96.7706465
792	2005-03-14	OH	Leawood Elementary School	K-12	0	0.0	0	2.0	Accidental	Leawood Elementary School, Columbus, OH, United States	39.94029159999999	-82.87918789999999
793	2005-03-16	PA	Carrick High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Carrick High School, Pittsburgh, PA, United States	40.390883	-79.9893781
794	2005-03-17	CA	Locke High School	K-12	1	0.0	1	3.0	Gang-related	Locke High School, Los Angeles, CA, United States	33.9353785	-118.268409
795	2005-03-17	LA	O Perry Walker High School	K-12	0	0.0	0	1.0	Escalation of Dispute	O Perry Walker High School, Algiers, LA, United States	29.9424474	-90.0396645
796	2005-03-21	MN	Red Lake Senior High School	K-12	1	1.0	10	5.0	Indiscriminate Shooting	Red Lake Senior High School, Red Lake, MN, United States	47.8784926	-95.01437899999999
797	2005-03-21	NY	New Utrecht High School	K-12	0	0.0	0	2.0	Accidental	New Utrecht High School, Brooklyn, NY, United States	40.6134264	-74.0029406
798	2005-03-24	TN	Fairly High School	K-12	0	0.0	0	1.0	Accidental	Fairly High School, Memphis, TN, United States	35.011956	-90.051048
799	2005-03-30	TN	East High School	K-12	0	0.0	0	1.0	Accidental	East High School, Memphis, TN, United States	35.1315944	-89.95435169999999
800	2005-04-07	TX	Canton High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Canton High School, Canton, TX, United States	32.5450845	-95.8876593
801	2005-04-27	LA	Leon Godchaux Junior High School	K-12	0	0.0	0	2.0	Accidental	Leon Godchaux Junior High School, Reserve, LA, United States	30.0596946	-90.5731819
802	2005-04-29	OH	Daniel E. Morgan Elementary School	K-12	0	0.0	0	1.0	Unknown	Daniel E. Morgan Elementary School, Cleveland, OH, United States	41.516936	-81.625275
803	2005-05-14	TX	Berkner High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Berkner High School, Richardson, TX, United States	32.9363333	-96.69315189999999
804	2005-05-17	PA	Highland Elementary School	K-12	1	1.0	2	2.0	Murder/Suicide	Highland Elementary School, Lower Allen Township, PA, United States	40.2297757	-76.898164
805	2005-05-20	IL	Locust Elementary School	K-12	0	0.0	0	2.0	Accidental	Locust Elementary School, Marengo, IL, United States	42.2413683	-88.5985855
806	2005-05-24	LA	Booker T. Washington High School	K-12	0	0.0	0	2.0	Accidental	Booker T. Washington High School, Shreveport, LA, United States	32.5040265	-93.774143
807	2005-05-24	CO	Academia Ana Marie Sandoval Montessori School	K-12	0	0.0	0	2.0	Unknown	Academia Ana Marie Sandoval Montessori School, Denver, CO, United States	39.76790039999999	-105.0155917
808	2005-06-08	NY	Arlington High School	K-12	0	0.0	0	1.0	Unknown	Arlington High School, Poughkeepsi, NY, United States	41.6733744	-73.796628
809	2005-06-12	NJ	Bangs Avenue Elementary School	K-12	0	0.0	0	1.0	Escalation of Dispute	Bangs Avenue Elementary School, Asbury Park, NJ, United States	40.2184957	-74.0221131
810	2005-07-18	NJ	Weequahic High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Weequahic High School, Newark, NJ, United States	40.7091468	-74.22036469999999
811	2005-08-16	St. Croix, US Virgin Islands	Country Day High School	K-12	0	0.0	0	1.0	Unknown	Country Day High School, Estate Concordia, St. Croix, US Virgin Islands, United States	17.752589	-64.766255
812	2005-08-17	CA	Planatation Elementary School	K-12	1	0.0	1	1.0	Escalation of Dispute	Planatation Elementary School, Bakersfield, CA, United States	35.3192612	-119.0129248
813	2005-08-19	GA	Morrow High School	K-12	0	0.0	0	1.0	Unknown	Morrow High School, Morrow, GA, United States	33.5928381	-84.3146517
814	2005-08-25	TN	Maury Middle School	K-12	0	0.0	0	2.0	Accidental	Maury Middle School, Dandridge, TN, United States	36.0216061	-83.4049763
815	2005-09-01	AK	Dimond High School	K-12	0	0.0	0	1.0	Escalation of Dispute	Dimond High School, Anchorage, AK, United States	61.14284739999999	-149.9346092
816	2005-09-02	FL	Sojourner Truth High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Sojourner Truth High School, Jacksonville, FL, United States	30.3321838	-81.65565099999999
817	2005-09-13	IL	Harlan Community Academy High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Harlan Community Academy High School, Chicago, IL, United States	41.7182472	-87.62071139999999
818	2005-09-24	MI	Saginaw High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Saginaw High School, Saginaw, MI, United States	43.40630669999999	-83.9257097
819	2005-10-11	MI	Farmington High School	K-12	0	0.0	0	2.0	Mental Health	Farmington High School, Farmington, MI, United States	42.4638375	-83.3612414
820	2005-10-14	NY	Samula Tilden High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Samula Tilden High School, New York, NY, United States	40.6480566	-73.9222341
821	2005-10-19	CA	San Gorgonio High School	K-12	0	0.0	0	2.0	Escalation of Dispute	San Gorgonio High School, San Bernardino, CA, United States	34.128005	-117.23706
822	2005-10-20	MI	Saginaw High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Saginaw High School, Saginaw, MI, United States	43.40630669999999	-83.9257097
823	2005-10-27	CA	Birney Elementary School	K-12	1	0.0	1	3.0	Gang-related	Birney Elementary School, Fresno, CA, United States	36.7772587	-119.7743155
824	2005-10-28	MD	Annapolis High School	K-12	0	0.0	0	3.0	Accidental	Annapolis High School, Annapolis, MD, United States	38.9745307	-76.5654433
825	2005-10-28	NY	Farmingdale High School	K-12	0	0.0	0	1.0	Escalation of Dispute	Farmingdale High School, Farmingdale, NY, United States	40.7077563	-73.4443999
826	2005-11-08	TN	Campbell County High School	K-12	1	0.0	1	5.0	Illegal Drug Related	Campbell County High School, Jacksboro, TN, TN, United States	36.350981	-84.14779
827	2005-11-15	FL	Parkway Academy Charter High School (bus)	K-12	0	0.0	0	2.0	Escalation of Dispute	Parkway Academy Charter High School (bus), Miramar, FL, United States	25.973933	-80.235868
828	2005-11-16	TX	Irving Middle School	K-12	1		1	2.0	Officer Involved Shooting	Irving Middle School, San Antonio, TX, United States	29.437968	-98.529393
829	2005-12-05	MA	Boston Day and Evening Academy (High School)	K-12	0	0.0	0	2.0	Escalation of Dispute	Boston Day and Evening Academy (High School), Roxbury, MA, United States	42.3269068	-71.0817247
830	2005-12-06	FL	Santiago High School	K-12	1	0.0	1	2.0	Gang-related	Santiago High School, Garden Grove, FL, United States	33.7662598	-117.9137194
831	2006-01-03	NJ	Lincoln High School	K-12	0	0.0	0	2.0	Gang-related	Lincoln High School, Jersey City, NJ, United States	40.7174079	-74.0701295
832	2006-01-10	DE	Mount Pleasant High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Mount Pleasant High School, Wilmington, DE, United States	39.7730378	-75.50489189999999
833	2006-01-11	WI	Mary McLeod Bethune Academy	K-12	0	0.0	0	2.0	Unknown	Mary McLeod Bethune Academy, Milwaukee, WI, United States	43.0508519	-87.9580569
834	2006-01-13	FL	Milwee Middle School	K-12	1	0.0	1	2.0	Escalation of Dispute	Milwee Middle School, Longwood, FL, United States	28.6802985	-81.3468102
835	2006-01-13	MI	Osborn High School	K-12	0	0.0	0	1.0	Unknown	Osborn High School, Detroit, MI, United States	42.434046	-83.0027346
836	2006-01-13	AL	Pinson Valley High School	K-12	0	0.0	0	2.0	Unknown	Pinson Valley High School, Pinson, AL, United States	33.704148	-86.6686481
837	2006-01-18	TX	Passmore Elementary School	K-12	0	0.0	0	2.0	Accidental	Passmore Elementary School, Alvin, TX, United States	29.4191645	-95.2624855
838	2006-01-18	VA	Indian River High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Indian River High School, Chesapeake, VA, United States	36.7975346	-76.2427501
839	2006-01-18	MT	Fred Moodry Middle School	K-12	0	0.0	0	2.0	Unknown	Fred Moodry Middle School, Anaconda, MT, United States	46.1258342	-112.9537633
840	2006-01-19	OH	Withrow High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Withrow High School, Cincinnati, OH, United States	39.1408651	-84.45070079999999
841	2006-01-23	CA	Will C. Wood High School	K-12	0	0.0	0	2.0	Accidental	Will C. Wood High School, Vacaville, CA, United States	38.3466192	-121.9777035
842	2006-01-27	TX	Lakeview Centennial High School	K-12	0	0.0	0	2.0	Accidental	Lakeview Centennial High School, Garland, TX, United States	32.8575318	-96.5761307
843	2006-01-30	MT	C. M. Russell High School	K-12	1	1.0	1	2.0	Suicide/Attempted	C. M. Russell High School, Great Falls, MT, United States	47.52026859999999	-111.3192554
844	2006-02-03	CA	Longfellow Elementary School (bus)	K-12	0	0.0	0	2.0	Accidental	Longfellow Elementary School (bus), Compton, CA, United States	33.885411	-118.2410482
845	2006-02-09	DE	William Penn High School	K-12	0	0.0	0	2.0	Escalation of Dispute	William Penn High School, New Castle, DE, United States	39.6688493	-75.5842303
846	2006-02-15	PA	West York Area High School	K-12	1	1.0	1	1.0	Suicide/Attempted	West York Area High School, York, PA, United States	39.959148	-76.7679189
847	2006-02-21	PA	Westinghouse High School	K-12	0	0.0	0	2.0	Illegal Drug Related	Westinghouse High School, Pittsburgh, PA, United States	40.4609795	-79.90090029999999
848	2006-02-23	OR	Roseburg High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Roseburg High School, Roseburg, OR, United States	43.215794	-123.353959
849	2006-03-10	NY	I.S. 89 Middle School	K-12	0	0.0	0	2.0	Unknown	I.S. 89 Middle School, New York, NY, United States	40.7459488	-73.87962209999999
850	2006-03-14	NV	Pine Middle School	K-12	0	0.0	0	5.0	Bullying	Pine Middle School, Reno, NV, United States	39.4798018	-119.7807836
851	2006-04-05	DC	Roosevelt Senior High School	K-12	0	0.0	0	2.0	Unknown	Roosevelt Senior High School, Washington, DC, United States	38.943046	-77.0291751
852	2006-04-18	TX	Westbury High School (bus)	K-12	0	0.0	0	2.0	Unknown	Westbury High School (bus), Houston, TX, United States	29.6491333	-95.4810579
853	2006-04-24	NC	East Chapel Hill High School	K-12	0	0.0	0	2.0	Hostage Standoff	East Chapel Hill High School, Chapel Hill, NC, United States	35.960661	-79.0308
854	2006-05-05	FL	Parkway Academy	K-12	1	0.0	1	2.0	Escalation of Dispute	Parkway Academy, Miramar, FL, United States	25.973933	-80.235868
855	2006-05-22	SC	Butch Fork High School	K-12	0	0.0	0	2.0	Domestic w/ Targeted Victim	Butch Fork High School, Irmo, SC, United States	34.067317	-81.17275839999999
856	2006-05-25	PA	Northampton Area Senior High School	K-12	0	0.0	0	2.0	Unknown	Northampton Area Senior High School, Northampton, PA, United States	40.6880968	-75.4898163
857	2006-06-05	CA	Venice High School	K-12	1	0.0	1	2.0	Robbery	Venice High School, Los Angeles, CA, United States	33.9980938	-118.4442427
858	2006-06-06	IN	Wirt High School	K-12	1	0.0	1	2.0	Escalation of Dispute	Wirt High School, Gary, IN, United States	41.609951	-87.263661
859	2006-06-15	MI	Pershing High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Pershing High School, Detroit, MI, United States	42.4321756	-83.0642903
860	2006-07-31	FL	Young Middle Magnet School	K-12	1	1.0	2	2.0	Murder/Suicide	Young Middle Magnet School, Tampa, FL, United States	27.9810504	-82.4383331
861	2006-08-15	KY	J. T. Alton Middle School	K-12	0	0.0	0	2.0	Accidental	J. T. Alton Middle School, Vine Grove, KY, United States	37.8050974	-85.9881545
862	2006-08-17	TX	Mendez Middle School	K-12	1	0.0	1	2.0	Gang-related	Mendez Middle School, Austin, TX, United States	30.188675	-97.743119
863	2006-08-19	OH	South High School	K-12	1	0.0	1	2.0	Escalation of Dispute	South High School, Youngstown, OH, United States	41.0918193	-80.6964555
864	2006-08-20	GA	Lyman Hall Elementary School	K-12	0	0.0	0	2.0	Escalation of Dispute	Lyman Hall Elementary School, Hinesville, GA, United States	31.7952788	-81.61283499999999
865	2006-08-21	IN	Castle High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Castle High School, Newburgh, IN, United States	37.984834	-87.384368
866	2006-08-24	VT	Essex Elementary School	K-12	1	0.0	1	5.0	Domestic w/ Targeted Victim	Essex Elementary School, Essex Junction, VT, United States	44.5129823	-73.0556599
867	2006-08-29	DC	Anacostia Senior High School	K-12	0	0.0	0	2.0	Unknown	Anacostia Senior High School, Washington, DC, United States	38.8699306	-76.9826281
868	2006-08-30	NC	Orange High School	K-12	0	0.0	0	5.0	Indiscriminate Shooting	Orange High School, Hillsborough, NC, United States	36.0929095	-79.0962782
869	2006-08-31	AL	Oxford High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Oxford High School, Oxford, AL, United States	33.6110744	-85.83116679999999
870	2006-09-05	TN	Kingsbury Middle School	K-12	0	0.0	0	1.0	Escalation of Dispute	Kingsbury Middle School, Memphis, TN, United States	35.1667921	-89.9250484
871	2006-09-08	TX	South Hills High School	K-12	0		0	2.0	Officer Involved Shooting	South Hills High School, Fort Worth, TX, United States	32.6571197	-97.35887020000001
872	2006-09-13	MO	Westminster Christian Academy	K-12	0		0	2.0	Officer Involved Shooting	Westminster Christian Academy, Creve Coeur, MO, United States	38.6370857	-90.5034903
873	2006-09-21	DC	Cardozo High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Cardozo High School, Washington, DC, United States	38.9214669	-77.0283798
874	2006-09-27	CO	Platte Canyon High School	K-12	1	1.0	2	2.0	Hostage Standoff	Platte Canyon High School, Bailey, CO, United States	39.4207943	-105.532192
875	2006-09-29	WI	Weston High School	K-12	1	0.0	1	5.0	Indiscriminate Shooting	Weston High School, Cazenovia, WI, United States	43.4801539	-90.19097819999999
876	2006-10-02	PA	West Nickel Mines School	K-12	1	1.0	6	5.0	Indiscriminate Shooting	West Nickel Mines School, Nickel Mines, PA, United States	39.9592143	-76.0804172
877	2006-10-09	MO	Memorial Middle School	K-12	0	0.0	0	5.0	Anger Over Grade/Suspension/Discipline	Memorial Middle School, Joplin, MO, United States	37.0823826	-94.5163846
878	2006-10-10	NY	Ponoma Middle School 	K-12	0	0.0	0	2.0	Unknown	Ponoma Middle School , Pomona, NY, United States	41.1661928	-74.0521357
879	2006-10-12	MD	Grove Park Elementary School	K-12	0	0.0	0	2.0	Accidental	Grove Park Elementary School, Baltimore, MD, United States	39.3421944	-76.6994169
880	2006-10-17	TX	Seven Lakes High School	K-12	1	1.0	1	2.0	Accidental	Seven Lakes High School, Katy, TX, United States	29.7074544	-95.8080054
881	2006-10-31	TN	Halls High School	K-12	1	0.0	1	2.0	Murder	Halls High School, Knoxville, TN, United States	36.088592	-83.9258996
882	2006-11-11	CA	Lionel Wilson College Prep School	K-12	1	0.0	1		Escalation of Dispute	Lionel Wilson College Prep School, Oakland, CA, United States	37.7296328	-122.1800595
883	2006-11-22	GA	Sammye E. Coan Middle School	K-12	1	0.0	1	2.0	Unknown	Sammye E. Coan Middle School, Atlanta, GA, United States	33.7540742	-84.33736379999999
884	2006-12-01	NC	Jones Senior High School	K-12	1	0.0	1	2.0	Gang-related	Jones Senior High School, Trenton, NC, United States	35.033076	-77.333692
885	2006-12-07	NE	Northwest High School	K-12	0	0.0	0	1.0	Accidental	Northwest High School, Omaha, NE, United States	41.3144937	-96.0406268
886	2006-12-11	IL	Clemente High School	K-12	0	0.0	0	2.0	Gang-related	Clemente High School, Chicago, IL, United States	41.9026116	-87.6864154
887	2006-12-12	PA	Springfield Township High School	K-12	1	1.0	1	2.0	Suicide/Attempted	Springfield Township High School, Springfield Township, PA, United States	40.102534	-75.196589
888	2006-12-13	PA	Bangor Area High School	K-12	0	0.0	0	1.0	Unknown	Bangor Area High School, Bangor, PA, United States	40.8856663	-75.1514574
889	2006-12-14	PA	McGuffey High School	K-12	1	1.0	1	2.0	Suicide/Attempted	McGuffey High School, Claysville, PA, United States	40.1409712	-80.3629871
890	2007-01-02	NC	Westover High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Westover High School, Fayetteville, NC, United States	35.0843529	-78.9917528
891	2007-01-03	WA	Henry Foss High School	K-12	1	0.0	1	2.0	Mental Health	Henry Foss High School, Tacoma, WA, United States	47.2395134	-122.4965307
892	2007-01-04	MI	Northwestern High School	K-12	0	0.0	0	1.0	Unknown	Northwestern High School, Detroit, MI, United States	42.3585276	-83.10333539999999
893	2007-01-08	OH	Robert A. Taft Information Technology High School	K-12	0	0.0	0	2.0	Unknown	Robert A. Taft Information Technology High School, Cincinnati, OH, United States	39.1092579	-84.5230385
894	2007-01-09	NV	Western High School	K-12	0	0.0	0	2.0	Escalation of Dispute	Western High School, Las Vegas, NV, United States	36.1759926	-115.2035757
