date	all	school_shooting	mass_shooting	mass_murder	shooting
2011-04-18	14181357.0	134.0	32.0	30.0	5989.0
2011-04-19	14716985.0	382.0	39.0	44.0	6600.0
2011-04-20	14705172.0	415.0	73.0	36.0	6750.0
2011-04-21	14304763.0	142.0	42.0	30.0	5941.0
2011-04-22	14133735.0	104.0	56.0	31.0	5993.0
2011-04-23	13747999.0	115.0	44.0	51.0	5498.0
2011-04-24	14438706.0	90.0	65.0	36.0	6011.0
2011-04-25	14626136.0	132.0	61.0	39.0	6542.0
2011-04-26	14376920.0	133.0	31.0	47.0	6303.0
2011-04-27	15397402.0	107.0	58.0	43.0	6821.0
2011-04-28	15043233.0	105.0	32.0	46.0	6292.0
2011-04-29	14717515.0	122.0	47.0	36.0	6215.0
2011-04-30	13635785.0	70.0	38.0	32.0	5393.0
2011-05-01	14790561.0	120.0	33.0	1024.0	6112.0
2011-05-02	15100371.0	126.0	31.0	1237.0	6813.0
2011-05-03	14909979.0	102.0	15.0	249.0	6314.0
2011-05-04	14932958.0	128.0	44.0	162.0	6514.0
2011-05-05	14635752.0	129.0	42.0	120.0	6259.0
2011-05-06	14807169.0	98.0	27.0	79.0	6305.0
2011-05-07	14448216.0	99.0	27.0	52.0	6136.0
2011-05-08	14943767.0	174.0	30.0	63.0	6435.0
2011-05-09	15055596.0	151.0	24.0	77.0	6663.0
2011-05-10	14481089.0	176.0	51.0	47.0	6870.0
2011-05-11	15158813.0	155.0	32.0	51.0	7286.0
2011-05-12	15369277.0	124.0	48.0	68.0	6899.0
2011-05-13	14368516.0	107.0	32.0	79.0	6259.0
2011-05-14	14907566.0	127.0	27.0	237.0	6026.0
2011-05-15	16051428.0	138.0	25.0	73.0	6956.0
2011-05-16	15788769.0	128.0	42.0	64.0	7782.0
2011-05-17	15284104.0	133.0	34.0	62.0	7093.0
2011-05-18	15807801.0	121.0	35.0	81.0	7116.0
2011-05-19	15570461.0	128.0	39.0	86.0	7108.0
2011-05-20	15701326.0	130.0	38.0	57.0	7852.0
2011-05-21	15325795.0	77.0	22.0	53.0	6789.0
2011-05-22	16102939.0	102.0	23.0	54.0	6874.0
2011-05-23	15677028.0	109.0	38.0	48.0	7706.0
2011-05-24	16064352.0	253.0	31.0	48.0	7691.0
2011-05-25	15361350.0	124.0	31.0	45.0	7433.0
2011-05-26	15767129.0	112.0	43.0	80.0	7228.0
2011-05-27	15496386.0	112.0	35.0	64.0	6861.0
2011-05-28	15290432.0	107.0	29.0	59.0	5838.0
2011-05-29	15304981.0	110.0	21.0	60.0	6113.0
2011-05-30	15696034.0	109.0	36.0	50.0	7304.0
2011-05-31	16183743.0	132.0	34.0	46.0	7952.0
2011-06-01	16329970.0	121.0	40.0	51.0	7388.0
2011-06-02	16342658.0	137.0	40.0	47.0	8006.0
2011-06-03	16182140.0	94.0	41.0	57.0	6536.0
2011-06-04	15227276.0	105.0	26.0	47.0	6110.0
2011-06-05	16005422.0	108.0	31.0	73.0	6863.0
2011-06-06	16323580.0	120.0	68.0	52.0	7315.0
2011-06-07	16653250.0	125.0	41.0	36.0	7883.0
2011-06-08	16417837.0	130.0	41.0	47.0	7064.0
2011-06-09	16771634.0	149.0	35.0	54.0	8338.0
2011-06-10	16157502.0	130.0	34.0	51.0	7151.0
2011-06-11	15139088.0	75.0	30.0	50.0	6033.0
2011-06-12	16267590.0	128.0	34.0	43.0	8181.0
2011-06-13	16266250.0	138.0	46.0	56.0	8470.0
2011-06-14	16419665.0	106.0	36.0	111.0	7335.0
2011-06-15	16885397.0	138.0	49.0	70.0	8628.0
2011-06-16	16793281.0	104.0	46.0	45.0	8758.0
2011-06-17	16387677.0	134.0	39.0	59.0	7417.0
2011-06-18	15226741.0	64.0	25.0	38.0	6123.0
2011-06-19	16157681.0	92.0	31.0	117.0	6342.0
2011-06-20	16753074.0	93.0	39.0	55.0	7266.0
2011-06-21	17255332.0	121.0	23.0	76.0	7607.0
2011-06-22	17764668.0	123.0	39.0	76.0	8072.0
2011-06-23	17425093.0	90.0	24.0	56.0	7759.0
2011-06-24	17252113.0	94.0	36.0	49.0	7343.0
2011-06-25	15900008.0	88.0	34.0	48.0	6627.0
2011-06-26	17854480.0	119.0	30.0	72.0	8750.0
2011-06-27	17034721.0	105.0	40.0	64.0	7956.0
2011-06-28	17574453.0	260.0	34.0	51.0	8385.0
2011-06-29	17655909.0	162.0	25.0	73.0	8088.0
2011-06-30	17503490.0	134.0	36.0	59.0	7858.0
2011-07-01	17154204.0	62.0	31.0	60.0	6975.0
2011-07-02	15397836.0	98.0	20.0	77.0	6400.0
2011-07-03	15981460.0	78.0	44.0	49.0	7017.0
2011-07-04	16662723.0	100.0	46.0	78.0	8663.0
2011-07-05	17468669.0	116.0	46.0	147.0	8887.0
2011-07-06	17899315.0	120.0	51.0	77.0	7858.0
2011-07-07	17658475.0	126.0	78.0	154.0	8441.0
2011-07-08	17925457.0	101.0	44.0	117.0	8343.0
2011-07-09	16423222.0	115.0	38.0	117.0	7242.0
2011-07-10	16895325.0	204.0	30.0	115.0	7479.0
2011-07-11	17864439.0	157.0	36.0	113.0	8065.0
2011-07-12	18118446.0	136.0	30.0	105.0	8422.0
2011-07-13	18508260.0	164.0	33.0	107.0	8539.0
2011-07-14	18534416.0	139.0	51.0	136.0	8312.0
2011-07-15	18034409.0	89.0	47.0	119.0	7781.0
2011-07-16	16684149.0	88.0	39.0	86.0	6718.0
2011-07-17	17860628.0	118.0	30.0	121.0	7586.0
2011-07-18	17276711.0	117.0	33.0	99.0	7297.0
2011-07-19	19005673.0	146.0	43.0	95.0	8492.0
2011-07-20	19309786.0	163.0	47.0	162.0	9092.0
2011-07-21	19073865.0	115.0	30.0	105.0	8440.0
2011-07-22	18619277.0	208.0	192.0	185.0	13402.0
2011-07-23	17658821.0	130.0	284.0	661.0	11544.0
2011-07-24	17527356.0	109.0	121.0	381.0	8587.0
2011-07-25	18888268.0	147.0	135.0	397.0	9462.0
2011-07-26	19258159.0	129.0	83.0	291.0	9651.0
2011-07-27	19214482.0	126.0	57.0	238.0	9653.0
2011-07-28	19067785.0	166.0	87.0	211.0	9631.0
2011-07-29	18871384.0	120.0	45.0	131.0	9922.0
2011-07-30	17278035.0	118.0	35.0	120.0	7982.0
2011-07-31	17963333.0	116.0	49.0	104.0	8701.0
2011-08-01	18702234.0	173.0	48.0	159.0	9532.0
2011-08-02	18915631.0	165.0	48.0	117.0	9493.0
2011-08-03	19206687.0	138.0	46.0	114.0	9491.0
2011-08-04	19151866.0	216.0	243.0	128.0	9762.0
2011-08-05	18848905.0	175.0	90.0	104.0	9570.0
2011-08-06	17100039.0	153.0	49.0	118.0	8158.0
2011-08-07	18266704.0	162.0	39.0	120.0	9423.0
2011-08-08	19022986.0	178.0	88.0	127.0	12332.0
2011-08-09	17752402.0	111.0	54.0	132.0	9348.0
2011-08-10	19331175.0	148.0	60.0	121.0	9013.0
2011-08-11	19347003.0	174.0	46.0	121.0	9348.0
2011-08-12	18893576.0	140.0	48.0	125.0	8775.0
2011-08-13	17522813.0	111.0	50.0	121.0	8224.0
2011-08-14	18229650.0	142.0	58.0	84.0	8766.0
2011-08-15	19360788.0	139.0	78.0	91.0	9810.0
2011-08-16	19537935.0	114.0	39.0	102.0	8778.0
2011-08-17	19439007.0	161.0	38.0	98.0	9193.0
2011-08-18	19735875.0	144.0	25.0	84.0	9241.0
2011-08-19	19427624.0	136.0	61.0	110.0	8943.0
2011-08-20	18465087.0	99.0	63.0	76.0	8008.0
2011-08-21	18893597.0	136.0	40.0	104.0	8530.0
2011-08-22	19328868.0	162.0	63.0	108.0	9459.0
2011-08-23	19644858.0	130.0	37.0	98.0	9270.0
2011-08-24	19564948.0	277.0	51.0	110.0	9171.0
2011-08-25	19864752.0	256.0	45.0	98.0	9257.0
2011-08-26	19757858.0	146.0	52.0	153.0	8672.0
2011-08-27	19151847.0	156.0	46.0	121.0	8519.0
2011-08-28	21406105.0	146.0	55.0	157.0	9923.0
2011-08-29	19737258.0	158.0	57.0	158.0	9047.0
2011-08-30	19127726.0	137.0	46.0	125.0	8332.0
2011-08-31	19060482.0	153.0	37.0	111.0	8339.0
2011-09-01	18676712.0	155.0	40.0	110.0	7934.0
2011-09-02	19087876.0	172.0	42.0	115.0	8357.0
2011-09-03	18355016.0	122.0	40.0	115.0	7652.0
2011-09-04	15741827.0	101.0	25.0	82.0	6592.0
2011-09-05	9830049.0	74.0	14.0	52.0	4785.0
2011-09-06	8528295.0	123.0	19.0	40.0	4314.0
2011-09-07	8102236.0	100.0	29.0	57.0	3941.0
2011-09-08	19096908.0	196.0	40.0	134.0	8784.0
2011-09-09	18838167.0	145.0	61.0	104.0	8365.0
2011-09-10	18384801.0	160.0	49.0	120.0	7902.0
2011-09-11	19138615.0	211.0	31.0	132.0	8184.0
2011-09-12	18829432.0	220.0	57.0	129.0	9005.0
2011-09-13	18732448.0	209.0	59.0	85.0	9339.0
2011-09-14	18403327.0	183.0	50.0	99.0	9107.0
2011-09-15	18647291.0	170.0	42.0	91.0	8467.0
2011-09-16	18757633.0	174.0	40.0	92.0	8262.0
2011-09-17	18612655.0	131.0	27.0	73.0	7521.0
2011-09-18	19913534.0	154.0	45.0	66.0	8946.0
2011-09-19	19442130.0	193.0	50.0	73.0	9132.0
2011-09-20	19264116.0	186.0	46.0	111.0	9488.0
2011-09-21	20612633.0	196.0	39.0	106.0	10091.0
2011-09-22	19420127.0	195.0	44.0	96.0	9927.0
2011-09-23	19590806.0	140.0	39.0	99.0	8986.0
2011-09-24	19114207.0	164.0	73.0	64.0	8430.0
2011-09-25	20313793.0	220.0	54.0	77.0	9075.0
2011-09-26	19851166.0	194.0	46.0	61.0	10452.0
2011-09-27	20122410.0	218.0	39.0	89.0	10417.0
2011-09-28	19769471.0	271.0	54.0	69.0	11124.0
2011-09-29	18407980.0	197.0	48.0	71.0	10039.0
2011-09-30	18872219.0	183.0	83.0	80.0	8771.0
2011-10-01	19474898.0	152.0	49.0	89.0	7655.0
2011-10-02	20484821.0	193.0	41.0	80.0	9211.0
2011-10-03	19974385.0	232.0	42.0	70.0	9708.0
2011-10-04	19945904.0	225.0	57.0	75.0	10672.0
2011-10-05	19763956.0	208.0	47.0	65.0	10344.0
2011-10-06	21945704.0	226.0	63.0	54.0	12332.0
2011-10-07	14852052.0	127.0	44.0	55.0	7334.0
2011-10-08	10647109.0	97.0	34.0	33.0	5600.0
2011-10-09	14472569.0	119.0	32.0	40.0	6723.0
2011-10-10	15190592.0	132.0	30.0	98.0	7283.0
2011-10-11	18772199.0	162.0	46.0	60.0	8577.0
2011-10-12	18329057.0	131.0	72.0	51.0	8487.0
2011-10-13	20179219.0	154.0	116.0	62.0	9713.0
2011-10-14	19333114.0	140.0	61.0	60.0	8278.0
2011-10-15	19639514.0	156.0	41.0	69.0	7851.0
2011-10-16	20432223.0	188.0	38.0	82.0	8350.0
2011-10-17	20777248.0	173.0	46.0	64.0	8704.0
2011-10-18	20796706.0	182.0	41.0	72.0	8981.0
2011-10-19	20941778.0	238.0	47.0	52.0	9975.0
2011-10-20	20449977.0	175.0	43.0	146.0	9049.0
2011-10-21	20043654.0	210.0	45.0	86.0	9478.0
2011-10-22	19770655.0	175.0	43.0	69.0	8382.0
2011-10-23	21321392.0	187.0	46.0	93.0	9761.0
2011-10-24	21259480.0	358.0	55.0	175.0	9874.0
2011-10-25	21171338.0	306.0	85.0	94.0	9966.0
2011-10-26	21175894.0	239.0	52.0	88.0	9737.0
2011-10-27	21302956.0	191.0	58.0	84.0	9516.0
2011-10-28	20937068.0	197.0	50.0	63.0	8805.0
2011-10-29	20394904.0	146.0	48.0	59.0	8351.0
2011-10-30	21557158.0	232.0	57.0	102.0	9425.0
2011-10-31	21032319.0	256.0	65.0	88.0	9054.0
2011-11-01	21316032.0	220.0	51.0	88.0	9805.0
2011-11-02	21637878.0	213.0	48.0	74.0	10748.0
2011-11-03	21623512.0	270.0	57.0	102.0	12669.0
2011-11-04	21217103.0	195.0	59.0	61.0	9881.0
2011-11-05	21214393.0	167.0	40.0	74.0	9321.0
2011-11-06	23374978.0	235.0	49.0	68.0	10486.0
2011-11-07	21891870.0	213.0	70.0	72.0	10248.0
2011-11-08	21573752.0	274.0	46.0	102.0	9933.0
2011-11-09	21902990.0	257.0	63.0	67.0	10672.0
2011-11-10	21917033.0	259.0	55.0	105.0	10600.0
2011-11-11	22051068.0	190.0	71.0	90.0	11030.0
2011-11-12	21034052.0	164.0	45.0	70.0	9809.0
2011-11-13	22656256.0	231.0	61.0	129.0	11080.0
2011-11-14	22103402.0	269.0	55.0	125.0	10681.0
2011-11-15	22332387.0	513.0	84.0	61.0	13352.0
2011-11-16	22118399.0	273.0	52.0	84.0	12450.0
2011-11-17	21926111.0	188.0	60.0	65.0	10976.0
2011-11-18	21174316.0	173.0	36.0	72.0	10099.0
2011-11-19	8552975.0	71.0	20.0	27.0	4018.0
2011-11-20	23191983.0	168.0	49.0	81.0	10111.0
2011-11-21	23055840.0	287.0	64.0	75.0	11304.0
2011-11-22	23068173.0	217.0	54.0	76.0	11532.0
2011-11-23	23124326.0	182.0	49.0	87.0	11285.0
2011-11-24	22631076.0	167.0	42.0	126.0	10335.0
2011-11-25	21788852.0	180.0	66.0	98.0	10552.0
2011-11-26	22518307.0	200.0	50.0	84.0	11052.0
2011-11-27	23854709.0	243.0	49.0	100.0	11863.0
2011-11-28	23604258.0	226.0	62.0	73.0	11829.0
2011-11-29	23465846.0	183.0	81.0	311.0	11428.0
2011-11-30	24218223.0	235.0	63.0	100.0	11592.0
2011-12-01	23441565.0	221.0	104.0	87.0	11828.0
2011-12-02	23027179.0	220.0	60.0	66.0	10897.0
2011-12-03	22608297.0	161.0	41.0	73.0	10648.0
2011-12-04	24812259.0	234.0	31.0	65.0	10490.0
2011-12-05	24286131.0	187.0	53.0	94.0	10961.0
2011-12-06	24363497.0	240.0	61.0	89.0	11582.0
2011-12-07	24477830.0	232.0	66.0	85.0	11855.0
2011-12-08	23923221.0	1299.0	202.0	100.0	25110.0
2011-12-09	23460517.0	347.0	89.0	100.0	12131.0
2011-12-10	23260705.0	205.0	57.0	70.0	11212.0
2011-12-11	23661712.0	232.0	46.0	57.0	10944.0
2011-12-12	23910710.0	233.0	61.0	63.0	11095.0
2011-12-13	23903175.0	282.0	55.0	81.0	11647.0
2011-12-14	23347965.0	244.0	57.0	64.0	11612.0
2011-12-15	23771024.0	299.0	59.0	87.0	11556.0
2011-12-16	23225977.0	245.0	47.0	54.0	11042.0
2011-12-17	22076976.0	217.0	45.0	56.0	10684.0
2011-12-18	23811715.0	219.0	58.0	70.0	10963.0
2011-12-19	24619564.0	239.0	57.0	115.0	11771.0
2011-12-20	24715145.0	200.0	66.0	55.0	11925.0
2011-12-21	25255944.0	217.0	72.0	66.0	11764.0
2011-12-22	25021551.0	278.0	75.0	56.0	11360.0
2011-12-23	24901743.0	280.0	65.0	74.0	11528.0
2011-12-24	23822454.0	271.0	76.0	55.0	10589.0
2011-12-25	22630357.0	151.0	77.0	51.0	12131.0
2011-12-26	23210595.0	157.0	52.0	84.0	10886.0
2011-12-27	25257906.0	236.0	66.0	70.0	13117.0
2011-12-28	25743592.0	256.0	58.0	85.0	12431.0
2011-12-29	26425547.0	284.0	63.0	76.0	13043.0
2011-12-30	26253392.0	226.0	56.0	80.0	12938.0
2011-12-31	24754428.0	200.0	41.0	53.0	13970.0
2012-01-01	23752744.0	265.0	58.0	56.0	16495.0
2012-01-02	26188752.0	286.0	75.0	92.0	13912.0
2012-01-03	26531270.0	320.0	60.0	118.0	13999.0
2012-01-04	27657391.0	254.0	51.0	69.0	14614.0
2012-01-05	26619078.0	312.0	65.0	76.0	14311.0
2012-01-06	25862098.0	327.0	73.0	95.0	14880.0
2012-01-07	25100279.0	298.0	94.0	93.0	16407.0
2012-01-08	26962938.0	330.0	143.0	91.0	17174.0
2012-01-09	27144505.0	346.0	115.0	114.0	16868.0
2012-01-10	26584107.0	338.0	60.0	106.0	16273.0
2012-01-11	27027281.0	370.0	94.0	89.0	17381.0
2012-01-12	24740010.0	298.0	61.0	75.0	15653.0
2012-01-13	26476255.0	309.0	66.0	94.0	15927.0
2012-01-14	26097013.0	255.0	98.0	81.0	17624.0
2012-01-15	26938254.0	190.0	91.0	93.0	16641.0
2012-01-16	27890175.0	254.0	95.0	104.0	18386.0
2012-01-17	27506380.0	305.0	103.0	71.0	18265.0
2012-01-18	27783027.0	260.0	100.0	77.0	16864.0
2012-01-19	27105229.0	278.0	95.0	44.0	18347.0
2012-01-20	26001544.0	241.0	94.0	44.0	16975.0
2012-01-21	26041684.0	214.0	78.0	52.0	17567.0
2012-01-22	27276122.0	293.0	108.0	68.0	18786.0
2012-01-23	28424440.0	270.0	75.0	79.0	18250.0
2012-01-24	27758861.0	296.0	104.0	63.0	17688.0
2012-01-25	28143203.0	969.0	92.0	58.0	18934.0
2012-01-26	27359822.0	361.0	70.0	66.0	18045.0
2012-01-27	27088479.0	236.0	79.0	67.0	17073.0
2012-01-28	26109403.0	291.0	76.0	52.0	17689.0
2012-01-29	28318018.0	357.0	116.0	55.0	19537.0
2012-01-30	28159911.0	346.0	73.0	56.0	18348.0
2012-01-31	28361866.0	330.0	86.0	79.0	18578.0
2012-02-01	28434823.0	317.0	109.0	77.0	18329.0
2012-02-02	28163024.0	309.0	119.0	89.0	17323.0
2012-02-03	27708697.0	269.0	107.0	165.0	17311.0
2012-02-04	27671579.0	245.0	100.0	95.0	18524.0
2012-02-05	30414367.0	337.0	163.0	78.0	19726.0
2012-02-06	28525595.0	351.0	150.0	77.0	18401.0
2012-02-07	28375349.0	325.0	119.0	62.0	19130.0
2012-02-08	28571812.0	326.0	105.0	105.0	19883.0
2012-02-09	27737582.0	268.0	108.0	89.0	18300.0
2012-02-10	27243748.0	329.0	94.0	85.0	18439.0
2012-02-11	28260173.0	242.0	94.0	82.0	19960.0
2012-02-12	31549246.0	336.0	125.0	103.0	22100.0
2012-02-13	28685906.0	379.0	80.0	69.0	20092.0
2012-02-14	28224807.0	301.0	90.0	95.0	18999.0
2012-02-15	28144659.0	505.0	78.0	92.0	20176.0
2012-02-16	28397306.0	354.0	107.0	78.0	19682.0
2012-02-17	27969481.0	336.0	79.0	72.0	19711.0
2012-02-18	27504027.0	330.0	89.0	80.0	20551.0
2012-02-19	28418473.0	367.0	86.0	68.0	22310.0
2012-02-20	29219574.0	456.0	137.0	81.0	22522.0
2012-02-21	30193432.0	455.0	97.0	67.0	21852.0
2012-02-22	30027473.0	518.0	113.0	104.0	22329.0
2012-02-23	29998096.0	589.0	99.0	88.0	22095.0
2012-02-24	30066396.0	424.0	121.0	97.0	20697.0
2012-02-25	29100732.0	436.0	144.0	74.0	23683.0
2012-02-26	31619146.0	451.0	146.0	104.0	24956.0
2012-02-27	29780209.0	8100.0	90.0	99.0	31691.0
2012-02-28	30266610.0	5228.0	108.0	80.0	27462.0
2012-02-29	30792731.0	1319.0	95.0	83.0	22707.0
2012-03-01	29692634.0	1397.0	77.0	87.0	22661.0
2012-03-02	29013823.0	862.0	104.0	65.0	22236.0
2012-03-03	29168066.0	510.0	100.0	50.0	23222.0
2012-03-04	31238979.0	446.0	115.0	53.0	25877.0
2012-03-05	30306535.0	547.0	84.0	84.0	23234.0
2012-03-06	29930664.0	784.0	102.0	82.0	22571.0
2012-03-07	30154043.0	597.0	86.0	305.0	22717.0
2012-03-08	30149286.0	476.0	120.0	99.0	24650.0
2012-03-09	29566727.0	417.0	97.0	94.0	22548.0
2012-03-10	29472337.0	384.0	103.0	68.0	23971.0
2012-03-11	29835636.0	449.0	109.0	93.0	25532.0
2012-03-12	30919860.0	608.0	151.0	117.0	26029.0
2012-03-13	30574453.0	562.0	133.0	90.0	26438.0
2012-03-14	30793338.0	476.0	136.0	84.0	26531.0
2012-03-15	30409745.0	467.0	89.0	76.0	25498.0
2012-03-16	29830420.0	498.0	132.0	59.0	24703.0
2012-03-17	29876746.0	474.0	102.0	123.0	25052.0
2012-03-18	31756109.0	445.0	93.0	94.0	26107.0
2012-03-19	31445655.0	2272.0	139.0	96.0	29531.0
2012-03-20	31281309.0	1156.0	98.0	72.0	29496.0
2012-03-21	31638074.0	1134.0	135.0	74.0	31512.0
2012-03-22	31298475.0	707.0	121.0	57.0	29632.0
2012-03-23	30160940.0	658.0	138.0	54.0	28232.0
2012-03-24	30261243.0	434.0	120.0	64.0	28255.0
2012-03-25	32668614.0	599.0	167.0	66.0	31238.0
2012-03-26	32108107.0	549.0	108.0	67.0	29918.0
2012-03-27	31480726.0	522.0	121.0	82.0	29484.0
2012-03-28	31691963.0	641.0	112.0	69.0	29939.0
2012-03-29	31274596.0	525.0	95.0	61.0	29250.0
2012-03-30	31539600.0	546.0	106.0	83.0	28794.0
2012-03-31	31795900.0	459.0	164.0	76.0	30451.0
2012-04-01	32184010.0	443.0	186.0	63.0	30484.0
2012-04-02	32681925.0	2442.0	205.0	67.0	37946.0
2012-04-03	33704662.0	916.0	168.0	81.0	33643.0
2012-04-04	32587966.0	696.0	128.0	73.0	32319.0
2012-04-05	32293071.0	486.0	116.0	120.0	31185.0
2012-04-06	32142599.0	392.0	104.0	74.0	30211.0
2012-04-07	31696898.0	371.0	93.0	88.0	31389.0
2012-04-08	33342383.0	475.0	104.0	89.0	33731.0
2012-04-09	33046911.0	439.0	142.0	82.0	31378.0
2012-04-10	33053506.0	491.0	123.0	211.0	35059.0
2012-04-11	33848915.0	621.0	163.0	528.0	38112.0
2012-04-12	32525469.0	547.0	116.0	159.0	33537.0
2012-04-13	31715466.0	418.0	157.0	120.0	30966.0
2012-04-14	31651900.0	417.0	77.0	79.0	30476.0
2012-04-15	33574099.0	663.0	94.0	103.0	33261.0
2012-04-16	32599244.0	599.0	146.0	340.0	30817.0
2012-04-17	32289148.0	497.0	122.0	196.0	30823.0
2012-04-18	32866749.0	856.0	127.0	160.0	30760.0
2012-04-19	31613767.0	556.0	139.0	147.0	30213.0
2012-04-20	31144978.0	622.0	126.0	151.0	30621.0
2012-04-21	12011600.0	126.0	36.0	34.0	12831.0
2012-04-22	1.0	0.0	0.0	0.0	0.0
2012-04-23	17676373.0	326.0	92.0	50.0	15833.0
2012-04-24	33930639.0	545.0	104.0	118.0	32536.0
2012-04-25	33780387.0	490.0	109.0	139.0	33186.0
2012-04-26	32914396.0	500.0	90.0	124.0	32289.0
2012-04-27	31848105.0	469.0	152.0	95.0	30507.0
2012-04-28	32471798.0	408.0	132.0	74.0	34529.0
2012-04-29	35466796.0	753.0	164.0	61.0	38984.0
2012-04-30	35408052.0	708.0	136.0	92.0	36034.0
2012-05-01	34629393.0	583.0	184.0	91.0	33022.0
2012-05-02	34200026.0	611.0	170.0	96.0	36288.0
2012-05-03	34150739.0	559.0	200.0	104.0	36863.0
2012-05-04	33593867.0	434.0	154.0	277.0	34781.0
2012-05-05	33618755.0	396.0	152.0	97.0	38201.0
2012-05-06	36571699.0	537.0	154.0	161.0	41060.0
2012-05-07	34646400.0	523.0	177.0	134.0	35872.0
2012-05-08	34144692.0	628.0	166.0	118.0	36923.0
2012-05-09	34457443.0	539.0	150.0	118.0	39044.0
2012-05-10	33734149.0	533.0	164.0	97.0	38238.0
2012-05-11	30792958.0	549.0	162.0	94.0	33859.0
2012-05-12	32693226.0	540.0	161.0	80.0	39196.0
2012-05-13	35376025.0	467.0	158.0	74.0	42086.0
2012-05-14	35865904.0	544.0	197.0	115.0	43043.0
2012-05-15	37311058.0	567.0	210.0	137.0	43206.0
2012-05-16	38131306.0	682.0	168.0	107.0	40084.0
2012-05-17	37655832.0	610.0	199.0	92.0	43751.0
2012-05-18	36735260.0	481.0	136.0	124.0	38380.0
2012-05-19	38282879.0	379.0	167.0	106.0	41111.0
2012-05-20	40159839.0	604.0	177.0	119.0	46739.0
2012-05-21	38705924.0	577.0	206.0	159.0	40987.0
2012-05-22	37758479.0	589.0	186.0	127.0	45932.0
2012-05-23	37180202.0	607.0	151.0	135.0	42634.0
2012-05-24	40857560.0	627.0	184.0	108.0	43212.0
2012-05-25	41413221.0	497.0	155.0	131.0	44597.0
2012-05-26	41310047.0	424.0	153.0	132.0	43276.0
2012-05-27	41337877.0	508.0	212.0	138.0	45670.0
2012-05-28	43994442.0	671.0	146.0	142.0	46931.0
2012-05-29	44243822.0	601.0	205.0	198.0	45997.0
2012-05-30	42860004.0	688.0	246.0	138.0	48787.0
2012-05-31	42832200.0	586.0	162.0	164.0	43333.0
2012-06-01	40870952.0	615.0	172.0	159.0	42628.0
2012-06-02	40751659.0	681.0	191.0	151.0	48677.0
2012-06-03	45471755.0	633.0	205.0	182.0	49963.0
2012-06-04	42973460.0	664.0	238.0	138.0	47219.0
2012-06-05	41393979.0	625.0	201.0	138.0	47798.0
2012-06-06	42836975.0	591.0	165.0	117.0	47121.0
2012-06-07	39712148.0	677.0	188.0	167.0	47547.0
2012-06-08	41901254.0	524.0	130.0	117.0	42489.0
2012-06-09	40771383.0	468.0	168.0	112.0	49261.0
2012-06-10	42224650.0	620.0	273.0	118.0	49787.0
2012-06-11	40321414.0	579.0	173.0	156.0	48113.0
2012-06-12	39634740.0	634.0	192.0	105.0	54184.0
2012-06-13	38963592.0	548.0	175.0	91.0	48168.0
2012-06-14	38498259.0	581.0	156.0	108.0	50463.0
2012-06-15	37116260.0	569.0	140.0	156.0	45855.0
2012-06-16	37036421.0	464.0	153.0	125.0	50380.0
2012-06-17	38960187.0	585.0	191.0	125.0	52306.0
2012-06-18	38626912.0	529.0	141.0	148.0	52408.0
2012-06-19	39698910.0	740.0	174.0	139.0	56394.0
2012-06-20	39703793.0	536.0	187.0	117.0	49593.0
2012-06-21	39419212.0	641.0	157.0	135.0	51827.0
2012-06-22	40141732.0	486.0	152.0	134.0	48427.0
2012-06-23	37111518.0	570.0	109.0	95.0	48004.0
2012-06-24	39329545.0	599.0	152.0	128.0	50903.0
2012-06-25	39050564.0	596.0	171.0	141.0	49735.0
2012-06-26	39397698.0	665.0	141.0	115.0	50325.0
2012-06-27	40615309.0	1388.0	119.0	130.0	49368.0
2012-06-28	40800993.0	521.0	151.0	168.0	51058.0
2012-06-29	38678762.0	481.0	137.0	179.0	46613.0
2012-06-30	36879115.0	472.0	188.0	137.0	49703.0
2012-07-01	43158157.0	632.0	165.0	139.0	57162.0
2012-07-02	39704815.0	493.0	142.0	120.0	50829.0
2012-07-03	39868398.0	582.0	142.0	110.0	53990.0
2012-07-04	39364806.0	449.0	167.0	99.0	52637.0
2012-07-05	39680845.0	608.0	171.0	105.0	54401.0
2012-07-06	40789743.0	609.0	172.0	102.0	58921.0
2012-07-07	38322661.0	454.0	138.0	141.0	56058.0
2012-07-08	38677049.0	505.0	126.0	116.0	54510.0
2012-07-09	39404056.0	572.0	147.0	118.0	54624.0
2012-07-10	40071296.0	598.0	137.0	104.0	58634.0
2012-07-11	40555904.0	659.0	162.0	108.0	57118.0
2012-07-12	40651008.0	550.0	173.0	110.0	56086.0
2012-07-13	39880971.0	471.0	121.0	140.0	56274.0
2012-07-14	37375926.0	390.0	115.0	163.0	53308.0
2012-07-15	38731826.0	400.0	121.0	101.0	56440.0
2012-07-16	39864683.0	564.0	114.0	75.0	62161.0
2012-07-17	40323010.0	591.0	398.0	91.0	65071.0
2012-07-18	41776844.0	958.0	196.0	98.0	60835.0
2012-07-19	39784304.0	559.0	165.0	123.0	57097.0
2012-07-20	41962041.0	3943.0	11454.0	1516.0	264321.0
2012-07-21	39157574.0	1210.0	1946.0	882.0	108449.0
2012-07-22	40806771.0	1079.0	1162.0	484.0	96004.0
2012-07-23	41945031.0	1170.0	1321.0	570.0	92697.0
2012-07-24	41500972.0	996.0	949.0	446.0	90294.0
2012-07-25	42891304.0	834.0	760.0	376.0	77550.0
