,Latitude,Longitude,Population
2968842,42.6811111,-82.7369444,11453.0
2968866,41.8297222,-86.2541667,11739.0
2968900,43.04555560000001,-85.60055559999999,15103.0
2968904,43.1688889,-86.26388890000001,23486.0
2968911,42.4805556,-83.47555559999999,53754.0
2968917,42.459444399999995,-83.1827778,28644.0
2968938,42.7222222,-84.4275,23926.0
2968983,42.9977778,-84.1766667,15373.0
2969117,42.6388889,-83.2911111,67994.0
2969124,42.970833299999995,-82.425,30978.0
2969129,42.201111100000006,-85.58,46403.0
2969184,42.3833333,-83.2966667,49936.0
2969212,42.2733333,-83.1344444,9117.0
2969216,42.1741667,-83.17944440000001,12762.0
2969223,42.680555600000005,-83.1338889,11485.0
2969224,42.658333299999995,-83.15,68895.0
2969242,42.2222222,-83.3966667,24018.0
2969255,42.4972222,-82.93722220000001,47372.0
2969262,42.4894444,-83.1447222,57570.0
2969278,43.419444399999996,-83.9508333,57536.0
2969428,42.460555600000006,-83.6516667,11450.0
2969436,42.4733333,-83.2219444,76828.0
2969437,42.21388889999999,-83.1938889,29669.0
2969477,42.5802778,-83.0302778,126657.0
2969499,41.7991667,-85.4191667,11081.0
2969537,42.2408333,-83.2697222,65088.0
2969583,44.7630556,-85.6205556,14425.0
2969586,42.139444399999995,-83.17833329999999,19604.0
2969594,42.6055556,-83.15,81269.0
2969674,43.001388899999995,-85.7680556,23824.0
2969686,42.4775,-83.0277778,133517.0
2969690,42.7022222,-83.4027778,75737.0
2969704,42.7391667,-84.6208333,16332.0
2969706,42.281388899999996,-83.38638890000001,18785.0
2969738,42.3241667,-83.4002778,84801.0
2969800,42.5247222,-83.5363889,13696.0
2969810,42.1388889,-83.2416667,12917.0
2969824,42.2141667,-83.15,26802.0
2969826,42.9133333,-85.70527779999999,70308.0
2969833,42.241111100000005,-83.6130556,22191.0
2970473,43.648055600000006,-93.3680556,17605.0
2970482,45.8852778,-95.3772222,10226.0
2970498,45.2333333,-93.2911111,30209.0
2970507,45.1977778,-93.3869444,17706.0
2970510,44.731944399999996,-93.2175,50540.0
2970541,43.6666667,-92.9744444,23451.0
2970611,47.47361110000001,-94.88,13331.0
2970656,45.1608333,-93.23472220000001,54207.0
2970661,44.8408333,-93.2980556,81383.0
2970683,46.35805560000001,-94.2005556,14218.0
2970703,45.076111100000006,-93.3325,27718.0
2970704,45.0941667,-93.35611109999999,67595.0
2970722,45.171944399999994,-93.8744444,14283.0
2970728,44.7677778,-93.2775,59492.0
2970792,45.188888899999995,-93.3972222,23364.0
2970794,44.8622222,-93.5305556,23551.0
2970796,44.789444399999994,-93.60194440000001,23176.0
2970829,46.7216667,-92.4591667,11548.0
2970847,45.040833299999996,-93.2627778,18235.0
2970860,45.12,-93.2875,62528.0
2970872,44.8277778,-92.9436111,32975.0
2970894,45.0327778,-93.36,21834.0
2970971,46.783333299999995,-92.10638890000001,84800.0
2970986,44.8041667,-93.16666670000001,64218.0
2970991,45.319444399999995,-93.20222220000001,11971.0
2971004,44.8547222,-93.4705556,63319.0
2971008,44.8897222,-93.3497222,45945.0
2971023,45.3038889,-93.5669444,20377.0
2971072,43.652222200000004,-94.4608333,10576.0
2971076,44.295,-93.26861109999999,22633.0
2971078,44.6402778,-93.1433333,18954.0
2971084,46.283055600000004,-96.07722220000001,14364.0
2971110,45.2788889,-92.985,17449.0
2971140,45.086111100000004,-93.2630556,26834.0
2971190,45.0097222,-93.3488889,20325.0
2971257,45.2502778,-93.24972220000001,14954.0
2971281,44.743333299999996,-92.8522222,20833.0
2971315,47.4272222,-92.9375,16638.0
2971345,44.925,-93.4625,17073.0
2971355,45.16,-92.9930556,10125.0
2971362,44.8877778,-94.3694444,13759.0
2971376,44.8480556,-93.0425,32363.0
2971494,44.6497222,-93.2425,50994.0
2971551,45.160277799999996,-93.0886111,20095.0
2971556,45.0269444,-93.0875,9617.0
2971604,45.0697222,-92.95138890000001,8258.0
2971620,44.163611100000004,-93.9991667,35138.0
2971626,45.0725,-93.4555556,59902.0
2971634,44.953055600000006,-92.995,36400.0
2971645,44.44694439999999,-95.78805559999999,12348.0
2971679,44.8836111,-93.1380556,11195.0
2971701,44.98,-93.26361109999999,367773.0
2971707,44.9133333,-93.5030556,50117.0
2971722,45.305555600000005,-93.79388890000001,10871.0
2971724,46.8738889,-96.7672222,33137.0
2971736,44.9366667,-93.6658333,9354.0
2971737,45.105,-93.20833329999999,12648.0
2971764,45.0655556,-93.2016667,21295.0
2971768,45.03805560000001,-93.38638890000001,19851.0
2971777,44.3125,-94.4602778,13273.0
2971799,45.5113889,-92.98,10389.0
2971800,44.173333299999996,-94.03361109999999,12590.0
2971804,45.0125,-92.9916667,11799.0
2971809,44.4583333,-93.1613889,18900.0
2971825,44.963055600000004,-92.96472220000001,28143.0
2971874,44.0838889,-93.2258333,23955.0
2971948,45.0105556,-93.45527779999999,72239.0
2971970,44.713333299999995,-93.4225,23790.0
2971982,45.2461111,-93.4519444,20362.0
2971999,44.5625,-92.53361109999999,15972.0
2972016,44.8833333,-93.28277779999999,33349.0
2972033,45.0322222,-93.3383333,13314.0
2972036,44.021666700000004,-92.4697222,96355.0
2972056,44.7394444,-93.1255556,18593.0
2972060,45.006111100000005,-93.15638890000001,32563.0
2972101,45.5608333,-94.1622222,59154.0
2972112,44.9483333,-93.34777779999999,44071.0
2972117,45.21,-93.6647222,15516.0
2972120,44.944444399999995,-93.0930556,274792.0
2972123,44.3236111,-93.95777779999999,10584.0
2972139,45.6216667,-94.2066667,13553.0
2972141,45.591944399999996,-94.1658333,12321.0
2972143,44.779166700000005,-93.3361111,27096.0
2972165,44.798055600000005,-93.5266667,30384.0
2972182,45.0791667,-93.1469444,27622.0
2972222,44.8927778,-93.0347222,19338.0
2972261,45.056388899999995,-92.8058333,17746.0
2972352,45.0575,-93.0736111,13003.0
2972377,44.8508333,-93.7866667,8808.0
2972406,44.0777778,-93.5072222,9541.0
2972441,46.8766667,-96.87222220000001,17590.0
2972446,44.9161111,-93.1013889,19195.0
2972461,45.0847222,-93.00972220000001,24301.0
2972478,45.1219444,-95.0430556,18473.0
2972492,44.05,-91.6391667,26618.0
2972507,44.923888899999994,-92.9591667,50955.0
2972512,43.62,-95.59611109999999,11274.0
2972657,30.308611100000004,-89.33,8134.0
2972729,30.3958333,-88.8852778,47661.0
2972799,32.273055600000006,-89.9858333,19239.0
2972814,31.578888899999995,-90.4405556,9786.0
2972881,32.6125,-90.0366667,12759.0
2972963,34.2,-90.5708333,19143.0
2972978,33.743888899999995,-90.7247222,12763.0
2972984,32.3413889,-90.32166670000001,24583.0
2973009,33.4955556,-88.4272222,24386.0
2973028,34.9341667,-88.5222222,14168.0
2973387,30.385555600000004,-88.6116667,24891.0
2973453,33.41,-91.0616667,38107.0
2973454,33.5161111,-90.17944440000001,17162.0
2973456,33.76888889999999,-89.8083333,14558.0
2973465,30.3672222,-89.0927778,71329.0
2973510,31.326944399999995,-89.2902778,48123.0
2973596,34.9552778,-90.0347222,16036.0
2973633,33.4508333,-90.655,11201.0
2973653,32.2986111,-90.18472220000001,176696.0
2973778,31.693888899999997,-89.1305556,17891.0
2973842,30.3502778,-89.1527778,16763.0
2973891,32.4616667,-90.11527779999999,16786.0
2973993,32.3641667,-88.70361109999999,39437.0
2974063,30.411388899999995,-88.5344444,14998.0
2974095,31.560277799999998,-91.4030556,17118.0
2974174,30.411111100000003,-88.82777779999999,17659.0
2974191,34.9616667,-89.8294444,27748.0
2974214,34.3663889,-89.5191667,13348.0
2974234,30.365555600000004,-88.5561111,25621.0
2974247,32.27444439999999,-90.1319444,23272.0
2974280,30.525277799999998,-89.67944440000001,10650.0
2974429,32.4283333,-90.1322222,22714.0
2974642,34.9888889,-90.0125,38578.0
2974672,33.4502778,-88.81833329999999,22820.0
2974813,34.2575,-88.7033333,35956.0
2974869,32.3525,-90.87777779999999,25701.0
2974943,33.6075,-88.6502778,11674.0
2975016,32.855,-90.4055556,12081.0
2975050,38.5505556,-90.3330556,20092.0
2975152,38.4327778,-90.3775,20203.0
2975219,38.595,-90.54611109999999,30744.0
2975282,38.7402778,-90.2263889,10668.0
2975289,38.811944399999994,-94.5316667,24522.0
2975307,38.7544444,-90.33111109999999,9688.0
2975378,39.01694439999999,-94.28138890000001,49767.0
2975387,37.6144444,-93.41027779999999,9901.0
2975451,38.76694439999999,-90.4113889,15421.0
2975587,37.305833299999996,-89.5180556,35904.0
2975611,37.1763889,-94.31,13047.0
2975695,38.66305560000001,-90.5769444,47128.0
2975732,38.6425,-90.3236111,15915.0
2975753,38.3686111,-93.7780556,9421.0
2975784,38.951666700000004,-92.3338889,91415.0
2975863,38.5569444,-90.3816667,11771.0
2975865,38.6608333,-90.4225,16695.0
2976128,38.5925,-90.58694440000001,9362.0
2976194,39.3391667,-94.2258333,11422.0
2976224,37.7808333,-90.4216667,14739.0
2976239,38.7441667,-90.3052778,21519.0
2976244,38.220555600000004,-90.39583329999999,10205.0
2976271,38.7891667,-90.3225,51786.0
2976344,38.8466667,-91.9477778,11936.0
2976413,39.203888899999995,-94.55444440000001,27601.0
2976469,38.8858333,-94.53277779999999,24945.0
2976577,39.7083333,-91.3583333,17568.0
2976596,38.6533333,-94.34861109999999,9722.0
2976630,38.7713889,-90.3708333,25661.0
2976815,39.091111100000006,-94.4152778,110675.0
2976847,37.3822222,-89.6661111,12835.0
2976869,38.576666700000004,-92.1733333,35883.0
2976874,38.7191667,-90.2602778,14895.0
2976889,37.084166700000004,-94.5130556,46818.0
2976905,39.0997222,-94.5783333,442028.0
2976924,36.2361111,-90.0555556,10926.0
2976961,40.1947222,-92.5830556,16973.0
2976962,38.5833333,-90.4066667,27126.0
2977019,38.7975,-90.7855556,14525.0
2977071,37.680555600000005,-92.6636111,13007.0
2977084,38.533333299999995,-90.2791667,16706.0
2977105,39.2461111,-94.41888890000001,29027.0
2977230,38.5969444,-90.50916670000001,19235.0
2977242,38.6125,-90.3244444,8775.0
2977259,39.1230556,-93.19666670000001,11813.0
2977272,38.713055600000004,-90.4297222,25311.0
2977274,40.3461111,-94.87222220000001,10670.0
2977332,38.5083333,-90.3227778,29175.0
2977357,39.1697222,-91.8827778,10788.0
2977421,39.4183333,-92.4380556,13849.0
2977499,38.4902778,-90.4869444,8834.0
2977531,36.868888899999995,-94.3677778,10890.0
2977593,37.0433333,-93.2941667,14973.0
2977651,38.47,-90.30444440000001,36787.0
2977732,38.701111100000006,-90.3622222,16130.0
2977743,37.0208333,-93.2058333,15951.0
2977912,36.756944399999995,-90.39277779999999,16488.0
2978005,38.8019444,-94.4525,14620.0
2978006,39.0086111,-94.4633333,29219.0
2978034,37.12,-93.48,10423.0
2978051,38.6286111,-90.3194444,9312.0
2978112,37.9513889,-91.77111109999998,17865.0
2978167,38.7272222,-90.38305559999999,13205.0
2978172,38.783888899999994,-90.48111109999999,62011.0
2978182,39.7686111,-94.84638890000001,71745.0
2978183,38.6272222,-90.1977778,320916.0
2978188,38.800277799999996,-90.62638890000001,53779.0
2978219,38.536944399999996,-90.3797222,6426.0
2978255,38.70444439999999,-93.2280556,19772.0
2978323,36.8766667,-89.5877778,17026.0
2978383,38.7877778,-90.2158333,21637.0
2978403,37.2152778,-93.2980556,150443.0
2978602,38.6122222,-90.4633333,10818.0
2978654,38.6666667,-90.3208333,37634.0
2978742,38.7627778,-93.7358333,17431.0
2978747,38.5580556,-91.0119444,13890.0
2978761,37.1463889,-94.4627778,10503.0
2978764,38.5925,-90.35722220000001,22875.0
2978774,38.8113889,-90.8527778,17610.0
2978791,36.728055600000005,-91.8522222,11050.0
2978839,38.5827778,-90.66277779999999,35007.0
2978965,46.1286111,-112.94138889999999,8693.0
2979027,45.7761111,-111.1761111,7452.0
2979070,45.783333299999995,-108.5,99751.0
2979113,45.6797222,-111.03777779999999,33178.0
2979151,46.0038889,-112.5338889,31056.0
2979332,45.2163889,-112.6366667,3964.0
2979521,47.105277799999996,-104.71194440000001,4699.0
2979543,47.5002778,-111.3,56075.0
2979568,46.2469444,-114.15944440000001,4528.0
2979584,48.55,-109.68333329999999,9379.0
2979591,46.5927778,-112.03527779999999,27340.0
2979684,48.1958333,-114.31194440000002,18018.0
2979743,45.6691667,-108.77083329999999,6334.0
2979759,47.0625,-109.4275,5918.0
2979774,45.6625,-110.5602778,7155.0
2979862,46.408333299999995,-105.84,8184.0
2979875,46.8722222,-113.99305559999999,63164.0
2979969,46.8633333,-114.0475,4897.0
2980030,47.693611100000005,-114.1622222,4832.0
2980222,47.716666700000005,-104.1558333,4373.0
2980470,48.41111110000001,-114.33666670000001,6338.0
2980605,40.268055600000004,-96.7466667,13198.0
2980615,41.1366667,-95.8905556,48099.0
2980744,41.4297222,-97.3680556,20823.0
2980898,41.4333333,-96.4977778,25197.0
2980934,40.925,-98.3416667,44766.0
2980968,40.586111100000004,-98.3880556,23001.0
2981059,40.6994444,-99.08111109999999,28758.0
2981090,41.1838889,-96.0308333,15695.0
2981114,40.7808333,-99.7411111,10169.0
2981118,40.8,-96.66666670000001,242072.0
2981265,42.0283333,-97.41666670000001,24094.0
2981270,41.1238889,-100.765,24172.0
2981295,41.2586111,-95.9375,413487.0
2981324,41.154444399999996,-96.0419444,18755.0
2981466,41.8666667,-103.66666670000001,14869.0
2981506,42.4738889,-96.4133333,12135.0
2981746,35.9786111,-114.83166670000001,15479.0
2981773,39.163888899999996,-119.7663889,57341.0
2981861,40.8325,-115.76222220000001,15822.0
2981870,39.47361110000001,-118.7763889,8126.0
2981874,39.60805560000001,-119.25083329999998,11974.0
2981930,36.0397222,-114.9811111,239757.0
2981987,36.175,-115.1363889,540111.0
2982077,36.1988889,-115.11666670000001,165416.0
2982094,36.2083333,-115.98305559999999,40349.0
2982099,36.0972222,-115.14583329999999,215120.0
2982141,39.5297222,-119.81277779999999,202142.0
2982201,39.535,-119.75166670000002,84662.0
2982203,36.10805560000001,-115.24416670000001,165015.0
2982222,39.596388899999994,-119.775,24009.0
2982226,36.211111100000004,-115.07222220000001,188608.0
2982293,40.7391667,-114.0725,4953.0
2982300,36.13,-115.11805559999999,30743.0
2982301,40.9730556,-117.73472220000001,6329.0
2982316,43.4522222,-71.2180556,5068.0
2982319,42.861388899999994,-71.6258333,11723.0
2982328,42.838333299999995,-71.1475,6782.0
2982332,43.0044444,-71.3488889,5089.0
2982341,43.3338889,-71.2933333,4572.0
2982343,43.222777799999996,-71.0475,8417.0
2982350,42.946388899999995,-71.51638890000001,21188.0
2982352,43.4452778,-71.4783333,7516.0
2982356,44.468611100000004,-71.1855556,9953.0
2982391,42.7347222,-71.65861109999999,4650.0
2982408,43.0777778,-71.27722220000001,4405.0
2982428,43.2386111,-72.425,7726.0
2982435,42.9566667,-71.2577778,5236.0
2982444,43.3766667,-72.3472222,13562.0
2982460,43.2080556,-71.53805559999999,42605.0
2982467,43.9791667,-71.1208333,9257.0
2982492,42.9125,-71.125,4537.0
2982500,42.8805556,-71.32777779999999,34539.0
2982512,43.1977778,-70.8741667,29061.0
2982522,43.133888899999995,-70.9269444,13435.0
2982576,43.640555600000006,-72.1444444,4969.0
2982578,43.033333299999995,-71.07472220000001,6251.0
2982579,43.222777799999996,-71.3325,4590.0
2982583,42.9813889,-70.9483333,14750.0
2982587,43.3897222,-71.0655556,6444.0
2982606,43.444166700000004,-71.6477778,8729.0
2982621,43.5475,-71.4072222,7849.0
2982633,43.0202778,-71.6008333,17602.0
2982662,42.874444399999994,-71.18166670000001,8650.0
2982663,42.9375,-70.8394444,15514.0
2982670,43.7022222,-72.29,11222.0
2982678,44.0344444,-72.0644444,4532.0
2982685,43.1797222,-71.8227778,4961.0
2982697,43.1141667,-71.89972220000001,5176.0
2982702,42.743055600000005,-71.59222220000001,7711.0
2982706,43.0966667,-71.4655556,13575.0
2982707,43.1913889,-71.6758333,5676.0
2982712,42.7647222,-71.44027779999999,24474.0
2982721,42.813888899999995,-72.0236111,5784.0
2982733,42.9336111,-72.27861109999999,22891.0
2982742,42.9363889,-71.0538889,6225.0
2982744,43.5277778,-71.4708333,17533.0
2982758,43.6422222,-72.2522222,12853.0
2982759,43.1230556,-71.0119444,4500.0
2982768,42.8441667,-71.4802778,8307.0
2982771,44.3061111,-71.7705556,6296.0
2982776,42.865,-71.3744444,24474.0
2982781,43.2855556,-71.4677778,5199.0
2982798,42.9955556,-71.45527779999999,109877.0
2982820,43.6575,-71.5008333,6593.0
2982825,42.865,-71.4938889,26726.0
2982829,42.8352778,-71.64944440000001,14661.0
2982833,43.4097222,-70.9888889,4472.0
2982841,43.7547222,-71.3972222,5034.0
2982849,42.7652778,-71.4680556,87039.0
2982852,42.976111100000004,-71.6944444,4934.0
2982857,42.7480556,-71.85472220000001,5283.0
2982859,43.413888899999996,-71.9855556,4369.0
2982866,43.0827778,-70.9355556,8931.0
2982867,43.3652778,-72.17388890000001,6593.0
2982868,42.8694444,-71.035,4513.0
2982885,42.9725,-70.83027779999999,4721.0
2982911,43.4330556,-71.5927778,5049.0
2982929,43.6852778,-71.1172222,4655.0
2982943,42.734444399999994,-71.325,12676.0
2982944,43.146666700000004,-71.4580556,7461.0
2982952,42.8705556,-71.95222220000001,6021.0
2982964,43.305833299999996,-71.32472220000001,4515.0
2982968,42.836388899999996,-71.09527779999999,7885.0
2982969,43.756944399999995,-71.68861109999999,6236.0
2982973,43.0716667,-70.7630556,20954.0
2982990,43.03611110000001,-71.18388890000001,10241.0
2982995,42.7511111,-72.0102778,6049.0
2983004,43.304444399999994,-70.9761111,30317.0
2983019,43.0133333,-70.7713889,5277.0
2983025,42.7883333,-71.20138890000001,29549.0
2983034,42.928611100000005,-71.1875,5827.0
2983045,42.894722200000004,-70.8716667,8679.0
2983068,43.2616667,-70.86583329999999,11897.0
2983122,43.023888899999996,-70.9141667,6949.0
2983130,42.8697222,-72.2822222,7224.0
2983170,43.5680556,-71.0305556,4705.0
2983183,43.0947222,-71.73111109999999,8583.0
2983253,42.8005556,-71.3047222,13091.0
2983260,43.5838889,-71.20777779999999,6715.0
2983336,40.2202778,-74.0125,16507.0
2983341,39.3641667,-74.4233333,40554.0
2983345,39.8908333,-75.0733333,9069.0
2983350,40.5802778,-74.2855556,18664.0
2983392,40.66861110000001,-74.1147222,59878.0
2983407,39.938888899999995,-74.19333329999999,10899.0
2983426,40.79361110000001,-74.1505556,36878.0
2983427,39.8675,-75.095,11234.0
2983442,40.9275,-73.9977778,26120.0
2983444,40.6833333,-74.4430556,14179.0
2983473,40.8066667,-74.1858333,49120.0
2983487,40.5683333,-74.5388889,10102.0
2983517,39.4272222,-75.2344444,22945.0
2983521,39.41,-74.365,12670.0
2983559,40.0711111,-74.86527779999999,9847.0
2983575,39.9258333,-75.12,80412.0
2983601,40.5772222,-74.2286111,21944.0
2983613,40.8516667,-74.2294444,12457.0
2983643,39.9347222,-75.03111109999999,70475.0
2983662,39.9966667,-74.9930556,14646.0
2983664,40.6408333,-74.31111109999999,14628.0
2983680,40.821388899999995,-73.9880556,22801.0
2983683,40.8583333,-74.1641667,80245.0
2983702,39.9180556,-75.07166670000001,14125.0
2983705,40.5744444,-74.3025,17669.0
2983746,40.658333299999995,-74.3,22627.0
2983820,40.883888899999995,-74.5625,18717.0
2983831,40.9405556,-73.99722220000001,17505.0
2983844,40.4277778,-74.41638890000002,48495.0
2983848,40.82,-74.36527779999999,12194.0
2983854,40.7672222,-74.20527779999999,68390.0
2983861,40.296111100000005,-74.0513889,14185.0
2983869,40.826944399999995,-73.9761111,9875.0
2983874,40.5186111,-74.4125,102548.0
2983882,40.663888899999996,-74.2111111,123913.0
2983890,40.9038889,-74.1188889,18973.0
2983898,40.8927778,-73.9730556,26012.0
2983921,40.269722200000004,-74.80027779999999,36559.0
2983925,40.9402778,-74.1322222,31503.0
2983930,40.8125,-73.9994444,13446.0
2983966,40.7877778,-74.38861109999999,13534.0
2983970,40.529166700000005,-74.3163889,15391.0
2983978,40.0297222,-74.6188889,6868.0
2983981,40.8508333,-73.9705556,37839.0
2984000,41.0166667,-74.20611109999999,11445.0
2984005,40.26,-74.2741667,11558.0
2984022,40.8813889,-74.11361109999999,29614.0
2984044,39.7027778,-75.1122222,19166.0
2984050,40.9627778,-74.1333333,11459.0
2984058,39.8916667,-75.1166667,11377.0
2984111,40.7919444,-74.0041667,11086.0
2984112,40.8858333,-74.04388890000001,43716.0
2984113,40.853888899999994,-74.8294444,8264.0
2984120,39.891388899999995,-75.03805559999999,11568.0
2984136,39.6363889,-74.80277779999999,13261.0
2984161,40.7463889,-74.1566667,14094.0
2984167,40.85805560000001,-74.08111109999999,11608.0
2984172,40.9491667,-74.1541667,18413.0
2984207,40.4958333,-74.4247222,14275.0
2984213,41.0025,-74.0408333,10075.0
2984215,40.701111100000006,-74.2305556,22155.0
2984222,40.743888899999995,-74.03277779999999,39738.0
2984241,40.9327778,-74.6597222,16267.0
2984273,40.7322222,-74.23527779999999,61323.0
2984274,40.5752778,-74.3227778,17019.0
2984292,40.728055600000005,-74.0780556,237681.0
2984308,40.4416667,-74.13027779999999,10631.0
2984309,40.7683333,-74.14583329999999,39234.0
2984329,41.0016667,-74.3675,9536.0
2984358,40.097777799999996,-74.2180556,42120.0
2984412,40.9241667,-74.3025,10845.0
2984414,40.6219444,-74.245,39878.0
2984416,39.8241667,-74.9980556,17320.0
2984421,40.868888899999995,-74.20861109999998,10688.0
2984422,40.8527778,-74.0425,10790.0
2984429,40.7958333,-74.31527779999999,27853.0
2984440,40.8822222,-74.08361109999998,24278.0
2984444,40.3041667,-73.9927778,31524.0
2984466,40.811944399999994,-74.12472220000001,19996.0
2984473,40.7597222,-74.4175,15299.0
2984500,40.540833299999996,-74.5880556,10357.0
2984503,39.9525,-74.9927778,19077.0
2984504,40.773888899999996,-74.2738889,25008.0
2984512,39.8911111,-74.92222220000001,10307.0
2984540,40.9025,-74.06222220000001,9460.0
2984566,40.5430556,-74.36361109999999,13467.0
2984573,40.5725,-74.4930556,14084.0
2984585,40.7394444,-74.30444440000001,20386.0
2984591,39.4019444,-75.0397222,27390.0
2984610,40.8258333,-74.2094444,39701.0
2984631,40.7966667,-74.4819444,18886.0
2984642,39.9927778,-74.78805559999999,10804.0
2984687,40.4861111,-74.45222220000001,50633.0
2984699,40.935,-74.0194444,16326.0
2984701,40.6983333,-74.4019444,11935.0
2984705,40.735555600000005,-74.17277779999999,280123.0
2984724,40.7883333,-74.1336111,15205.0
2984727,40.8041667,-74.0125,63484.0
2984741,40.63,-74.42777779999999,20991.0
2984760,40.8222222,-74.16027779999999,27572.0
2984772,41.0130556,-74.26472220000001,14318.0
2984782,39.2775,-74.575,15637.0
2984792,40.4147222,-74.36583329999999,23233.0
2984801,40.7705556,-74.2330556,34457.0
2984827,40.8480556,-73.9980556,18513.0
2984833,40.944444399999995,-74.0758333,26947.0
2984849,40.8566667,-74.1288889,68845.0
2984851,40.9166667,-74.17222220000001,151205.0
2984876,39.9561111,-75.0583333,36332.0
2984877,39.6533333,-75.5169444,11438.0
2984887,40.506666700000004,-74.2658333,49107.0
2984894,40.693611100000005,-75.1905556,15091.0
2984905,39.7841667,-74.9925,11306.0
2984920,39.7327778,-75.1319444,9257.0
2984922,40.6336111,-74.40777779999999,47795.0
2984937,39.3897222,-74.52444440000001,19039.0
2984942,40.0830556,-74.0686111,20156.0
2984954,41.0052778,-74.2911111,11405.0
2984984,40.34861110000001,-74.6594444,12945.0
2985005,40.60805560000001,-74.2780556,26713.0
2985010,41.0572222,-74.14138890000001,14520.0
2985024,40.3469444,-74.0647222,11730.0
2985046,40.834166700000004,-74.00916670000001,10932.0
2985047,40.856944399999996,-74.0219444,12704.0
2985049,40.9791667,-74.11694440000001,24738.0
2985055,41.1133333,-74.2458333,12862.0
2985058,40.928611100000005,-74.0402778,10970.0
2985095,40.6641667,-74.26361109999999,21337.0
2985096,40.664444399999994,-74.26472220000001,13231.0
2985114,40.8263889,-74.10722220000001,17952.0
2985115,40.898888899999996,-74.0930556,13130.0
2985134,40.459166700000004,-74.36138890000001,42890.0
2985143,40.6552778,-74.39027779999999,23584.0
2985162,40.789444399999994,-74.0569444,15534.0
2985228,39.3175,-74.595,11698.0
2985229,40.4975,-74.4888889,23584.0
2985232,40.5741667,-74.61027779999999,12308.0
2985247,40.7488889,-74.2616667,17295.0
2985251,40.5791667,-74.4119444,23373.0
2985252,40.446388899999995,-74.38638890000001,16480.0
2985274,40.7230556,-74.31111109999999,14976.0
2985325,40.7413889,-74.36,21219.0
2985353,40.8975,-74.01638890000001,40078.0
2985355,40.925277799999996,-73.9633333,14335.0
2985371,40.3041667,-74.1008333,16549.0
2985375,39.9536111,-74.1983333,119088.0
2985376,40.905,-74.2102778,10078.0
2985388,40.216944399999996,-74.7433333,84833.0
2985406,40.6975,-74.26361109999999,56771.0
2985408,40.779444399999996,-74.0241667,66121.0
2985440,39.3402778,-74.4777778,12699.0
2985446,40.8297222,-74.2405556,13545.0
2985457,39.4861111,-75.0261111,58122.0
2985463,41.0105556,-74.1183333,9608.0
2985466,40.853055600000005,-74.1141667,11469.0
2985471,41.03805560000001,-74.2944444,10512.0
2985498,40.925277799999996,-74.2769444,57915.0
2985502,40.7694444,-74.02083329999999,14104.0
2985521,40.8408333,-74.3022222,11672.0
2985532,40.241944399999994,-74.3016667,13219.0
2985538,41.131111100000005,-74.3677778,26968.0
2985540,40.7877778,-74.01472220000001,46010.0
2985541,40.7986111,-74.2394444,48131.0
2985542,40.8897222,-74.1952778,11380.0
2985552,40.658888899999994,-74.34777779999999,29940.0
2985558,40.991111100000005,-74.0330556,11002.0
2985591,39.686111100000005,-74.9955556,12310.0
2985593,40.0277778,-74.8694444,31668.0
2985616,40.5575,-74.285,18794.0
2985618,39.838055600000004,-75.1530556,10462.0
2985647,41.00944439999999,-74.1733333,17124.0
2985685,32.89944439999999,-105.9597222,36058.0
2985688,35.084444399999995,-106.65055559999999,487378.0
2985740,32.8422222,-104.4027778,10500.0
2985750,36.8222222,-107.9922222,7001.0
2985769,34.6627778,-106.77583329999999,6893.0
2985778,35.3,-106.55055559999998,7159.0
2985796,36.711111100000004,-107.9838889,7469.0
2985852,32.42055560000001,-104.2283333,25302.0
2985924,34.4047222,-103.2047222,33163.0
2985949,35.237777799999996,-106.6061111,7678.0
2985994,32.2686111,-107.75805559999999,14748.0
2986082,35.991111100000005,-106.08,9729.0
2986095,36.728055600000005,-108.21805559999999,43278.0
2986128,35.5280556,-108.74194440000001,19454.0
2986162,35.1472222,-107.85083329999999,9067.0
2986212,32.7025,-103.1355556,28013.0
2986344,32.3122222,-106.7777778,80184.0
2986354,35.593888899999996,-105.2233333,14044.0
2986388,35.8880556,-106.3063889,11761.0
2986402,34.8061111,-106.7327778,12115.0
2986411,35.161944399999996,-106.6422222,5184.0
2986420,32.9438889,-103.3480556,9417.0
2986575,35.173333299999996,-106.6227778,11305.0
2986681,34.186111100000005,-103.3338889,11035.0
2986722,36.9033333,-104.43861109999999,7073.0
2986751,35.2333333,-106.6638889,64090.0
2986775,33.3941667,-104.5225,44069.0
2986780,33.3316667,-105.6725,8757.0
2986840,35.686944399999994,-105.93722220000001,69205.0
2986882,32.77,-108.27972220000001,9745.0
2986887,34.0583333,-106.89083329999998,8668.0
2986902,35.01,-106.6775,39508.0
2986920,31.796388899999997,-106.57944440000001,14251.0
2986929,36.4072222,-105.5725,5197.0
2986990,33.1283333,-107.2522222,7121.0
2986993,35.1716667,-103.7244444,5313.0
2987131,42.6525,-73.7566667,93794.0
2987190,40.6788889,-73.4175,9566.0
2987191,42.9386111,-74.18861109999999,17735.0
2987237,41.6958333,-73.8972222,12640.0
2987277,42.9316667,-76.5663889,27873.0
2987296,40.695555600000006,-73.32611109999999,12839.0
2987320,40.656388899999996,-73.60972220000001,23622.0
2987371,42.9980556,-78.18777779999999,15831.0
